Actual,Predicted
473,138.45089067419335
233,134.48550254774526
200,137.1635246106093
52,149.13969966877605
23,137.58238571951156
0,157.67713922874168
50,136.6574026867697
175,139.79209561618802
157,134.19805437298854
62,135.73069545505825
241,140.77307961383968
21,140.57094087873463
85,137.1465504121737
124,141.8403127329845
59,130.39470518797307
133,140.68815686107627
261,138.07734742047487
7,135.97336796746097
50,133.71953873962343
164,138.12920601344985
460,134.63531208538498
243,135.76780161253126
252,134.80691884497202
162,141.97262781545308
29,135.95667932651665
74,136.5441529579043
68,149.88568770634168
35,141.28682997080895
149,137.81057046641294
6,139.15929288698285
102,134.51721298441785
59,132.72798927003234
87,132.73817238277147
155,137.4058691738035
447,142.41984072407413
260,139.583642345176
289,132.7391422006349
194,136.8412288754685
104,139.29718935949265
310,136.36168710679945
55,132.74516001521408
81,133.1915752988862
24,138.42821741324624
7,138.47285387021822
64,163.86854425107492
110,126.50714448614936
16,137.82265613050166
104,150.57829991275872
10,139.33713034990225
2,144.0058892081176
222,137.88781361412052
15,151.4088933687281
47,136.8973969136041
391,140.6940392359221
123,135.59833261905916
128,132.90134074204312
372,134.44105736716412
266,130.05575150737002
25,133.44556022305835
24,137.25951903501135
187,142.90879345799746
441,129.4402115327901
337,130.42076034867145
132,140.1310096185158
77,138.843984728878
45,136.14558033095312
98,126.70152767967426
41,137.99562708249607
88,137.43944372047608
123,141.51978978344042
123,138.544612595044
66,138.03972396061735
318,147.95528299725237
65,142.0990001495426
219,147.86213903076717
66,141.02195145306138
369,138.41926723283441
14,135.7511826921524
214,132.4445011461264
38,136.97918654382858
148,136.84952882933996
110,138.13874989508392
182,146.67213490214633
306,138.65742567410203
85,97.17012356683395
26,135.51765106057024
295,136.90362853484052
160,134.1591192062096
75,135.91860465413066
28,138.04726112007535
157,137.45798610675848
32,122.69009380220868
50,140.03391740257996
69,139.7531672887266
343,122.25417605371025
185,138.73063012469376
77,139.5418933371745
9,139.3737403477611
115,141.14949763056228
72,142.99614658651882
170,134.00027333037212
170,141.53320976246505
257,133.9123389301158
231,133.1216155054468
264,128.28402745073475
66,127.27090383447592
71,156.81667515103712
46,130.40995448702853
154,126.64533100969268
52,145.39314819119997
126,135.61924572969897
34,141.34996694588753
29,133.88967183717583
173,140.13996921311656
83,138.72223349348656
101,139.21033091748916
34,141.08490580087383
252,138.43738016105598
159,138.57886609106663
230,134.8062898642513
198,139.24174449115455
136,145.91844360785583
26,138.84489475658853
184,141.54318049174506
18,128.8314693497025
322,140.33535540011357
22,133.05199972568178
215,134.67734954248292
102,133.364306413963
19,136.83572079992726
59,131.32889010182876
82,138.30965294212558
154,138.4932321001457
385,135.72410813195953
89,142.7287639041664
44,132.95356774472808
260,134.86719245511637
55,130.75097699557912
110,142.5940762182098
82,138.60905984878164
284,143.15804421439006
96,131.20404860528305
414,136.07595216862916
168,137.40932146562363
227,129.4681064741904
171,133.6988792611036
13,140.84919406402938
335,139.55678606633862
41,136.50151401604208
244,132.18154646760664
275,137.88547397517178
134,139.41178132618106
75,126.73127845483208
196,140.45198497967274
25,135.8287028252907
134,149.51407312983244
282,144.2418366058872
32,132.69311088433983
221,132.90151746298827
45,135.38637498555573
149,120.46329272894572
147,133.6616748047629
154,135.8059678930463
21,135.77862218662213
249,136.7533370325443
54,139.71950947384573
156,138.17449031912622
251,135.9811745092129
84,141.45628780821028
90,138.29194540668092
347,133.26632098143403
130,136.06785367779761
353,133.11999021594977
150,127.85999397071944
248,140.9158576890111
27,126.13597265428642
121,136.1259615428406
129,140.62896708415758
118,136.27011233356026
4,134.97366943281926
31,137.87150973252466
12,136.0291058433815
2,133.61639581695547
102,137.13692166682432
369,139.1386000759125
63,138.65858673666088
199,145.02575385298599
72,113.78014489868909
3,142.3516688811039
280,144.27813255450582
1,127.5068555862238
20,136.3177805982976
22,140.782413801356
52,142.67216706021287
83,146.1826180644919
82,134.4829801397045
2,114.70464759060341
12,140.50874328394235
188,142.62523624859145
110,139.31110614632294
78,137.90257502440124
156,140.96327506603478
404,131.69963897386927
243,130.7905166407735
173,138.4079497606122
132,135.9881476905668
247,147.27211406137204
27,128.34302571959515
16,133.5931006454601
37,101.2819736680782
93,136.31700085789544
51,138.9585955375831
171,133.45856506427148
446,132.42545265096038
14,146.22209383110552
38,136.52225727622283
138,137.96818942355026
412,134.9606242681198
157,133.6910282445781
332,135.36468610294042
14,136.24170453852486
416,139.38995959600186
415,141.87415231032995
242,146.8252991485114
31,140.01785471123472
245,139.839840756841
150,140.73516929841276
179,138.59150975056306
60,128.2682725465513
65,133.1347095528488
197,136.54149983536976
180,138.7377825658393
64,145.43815116659837
262,141.7104706087718
197,139.4640262312564
52,141.76188362128568
1,137.95618197329077
293,133.71943744447572
246,156.37277634400846
104,141.29024699255297
126,144.62614174054397
31,141.20104371269335
89,158.70920599219608
203,137.2156520387253
43,140.05080547203855
272,140.22860530565518
376,132.96049392671125
232,140.9014833543031
204,141.6086425690133
196,135.0409888053198
47,126.65294988932624
241,136.18266757168615
1,137.1103865800386
312,135.87811149242
235,142.8956682061172
104,135.6850639312351
131,146.86136838889033
131,127.08298783304328
165,136.85725403113838
165,138.50327919506162
21,139.05218149951685
26,137.41260695815805
158,142.4544327309466
462,137.89345296279652
18,141.7044893114853
165,134.7303459260327
140,136.06778834291288
82,150.6195360537092
142,138.11194077736434
218,132.29087304977145
11,136.7968711891814
265,132.75163997747555
268,140.3112078748692
96,137.01347367605726
158,134.36010401529464
230,139.20664570596443
47,143.84134891746874
68,132.91556019285326
262,141.23961173170832
315,140.32490607269753
294,132.89309595107736
120,140.7080329630903
20,132.42309435641928
51,133.3575641406103
23,138.8583205566781
196,152.60689876586667
192,140.05181469770525
89,134.50323780029066
18,137.4192165522264
19,132.39356024002447
311,136.42492040468218
261,132.45195272570123
58,142.50610388322204
229,139.74660007030784
162,125.42208125273339
85,143.9815991486989
89,135.7809676727228
17,133.25046423484645
32,138.2022528665369
236,135.11356393556193
77,139.52212721293716
134,138.07755407614084
55,133.82069194521378
125,128.9074914308907
179,140.90242990094342
0,133.20943777493898
371,139.9193531693894
37,137.56472904947762
423,143.15585378699058
176,137.86756571623843
155,138.7955912285314
93,137.50185266026043
36,131.07541006908468
143,133.49596027844774
251,137.85612035591322
30,143.05880779247843
12,140.8376510530927
34,139.7521975153666
241,140.20599361753656
188,135.81667920198242
91,129.32759079725926
177,131.47418878387055
364,147.44562304519806
233,145.02776089080558
116,136.61492707608932
5,134.9605718552991
391,130.0957267478551
199,141.45639536995827
21,143.12307350398655
23,139.8072582467527
22,134.40463829284133
134,142.28305343775318
28,135.63769024886219
221,141.49587311684914
241,143.6737128821649
88,138.09290066836567
30,137.63277062336334
121,137.90645242886063
81,134.9163009062376
86,133.1449756101573
86,135.08110633330767
41,139.31268954440884
46,152.23189297929753
94,133.87527556585928
75,134.12983362414064
181,136.08748609593476
24,140.41606768829578
30,135.05792589136752
63,137.0598024536774
53,134.24708912984642
450,137.7823706163869
32,134.65516537963697
10,137.3808378737518
88,134.0389481512306
43,140.04165267907587
311,133.88484208183164
3,134.34036679395635
317,136.39484556713674
5,132.82491718815382
28,136.05973212929217
246,139.53472443646973
30,147.79785594336883
96,138.27110898776652
38,134.91371177149557
46,129.2913012556107
127,139.89247366411374
302,134.16557670887033
236,127.32453146690573
375,130.14825239536225
225,135.30329378312138
72,152.88266211103863
79,129.61036139376444
414,139.09578980469473
45,139.0886572628198
73,136.43314810136295
117,133.04738230698817
112,132.7352933404054
175,135.85515904018422
147,138.5535665413067
77,131.91068131618786
66,143.5075852849544
78,140.29990034948833
246,133.08526942847755
434,141.50775252368277
282,130.6415137871462
54,134.6996094486372
6,136.46577083468563
121,132.4908113841547
48,141.91548912162204
193,136.7496261325071
90,137.83628907976592
109,134.9867654673347
34,130.69036801269553
94,144.66642151004214
199,141.0702056718513
232,137.69783338007775
152,138.98950985631183
82,139.78810364609868
127,136.20609035241077
9,145.89974886115914
403,134.96403789714174
160,130.85708506302487
144,129.29229926731233
8,138.41338084137985
47,134.4704146479806
45,140.41090638430967
72,135.32747397301858
141,134.93992984761948
108,137.9700941865197
161,133.20620830643188
150,141.45362005459387
317,133.26999189919624
154,162.12540691039
333,136.61360437545125
186,131.42887750827347
122,140.6785882303739
217,133.7719789184789
172,133.2369107279291
58,140.0957569312374
57,131.9657725222599
39,135.80979406474813
192,127.14303381179099
46,135.5649783091086
256,141.17050815087615
356,131.74265165472175
35,117.67653693380304
3,145.48125731150222
78,117.68676981717675
99,129.54503743151614
257,136.37826909766463
253,141.4823538288876
237,143.61368750958488
8,130.8817407836742
129,123.39901644659291
34,135.4111003026927
12,138.6406915172401
55,150.0838520852211
45,129.4834654880929
186,156.373015890418
25,136.4898601766493
61,122.74358287755548
303,131.08517102653678
50,137.79770735461537
124,142.9456063607825
2,136.5918361895646
30,141.217017991138
155,142.87528474489022
94,126.02276381920527
177,137.48528788809784
91,126.19183784980079
289,139.66310141104628
212,138.46132556019603
36,142.0243166219977
118,138.3427344264573
212,142.86063586788126
78,136.9630715280453
80,129.62830911511864
47,133.0421836022355
179,136.24276384599898
43,133.5750150807435
118,132.06284551950623
22,145.55884353965658
30,138.1262470875919
169,137.55012107743607
74,135.36996450960117
33,138.4651461916789
161,137.04944151221054
17,138.33380387133784
181,136.71369482067573
300,138.3340163334841
13,137.11767028458664
36,130.02762377274766
135,133.9169163563173
132,138.9785096917986
0,138.52852535064045
106,139.8609763384482
125,138.32835196592495
25,141.2820901812139
36,133.01681126622623
9,132.78214067915033
311,136.0661178399352
74,136.6708380214513
233,137.57166366770653
54,134.23899036941964
166,125.23429818227109
11,131.06290034625655
89,128.59913419991298
127,135.29748226258113
276,142.67707183765617
253,142.11585402260582
30,138.7513845986783
126,136.706518617153
14,128.54045579627686
287,139.6998690734506
95,136.7082655158526
253,133.35568235069493
122,141.02037367964698
174,136.5158223024444
319,129.24222963193438
65,144.066764109688
21,132.15579460110732
66,140.798882796418
289,141.87308273769642
119,138.75614968654102
28,158.55185235495154
292,142.15312705393768
60,156.16756621398048
43,144.95790030015547
228,132.20516666617482
4,129.40763709207224
39,138.7754188244781
72,141.2505129531485
158,133.47990603910938
63,132.37293952784412
39,140.33581159014145
217,141.2201916231367
73,139.57798912091548
99,141.36296464780438
225,129.50135373220215
209,139.1770847159762
126,138.11011097186844
281,144.8108927269388
298,136.37861066612652
28,139.6931519516973
444,137.59419871602967
7,132.13928958690687
56,134.75750375085755
28,136.39300573830408
108,139.82613772475696
138,138.64051346583167
157,135.40392881268173
50,134.3091747728138
7,147.37155711640423
59,131.23111435522924
122,158.68779595946316
6,138.67308178524334
128,137.59135493023288
372,135.94679068169856
255,125.80956565135222
13,130.33891877768772
199,143.17254218243767
390,133.1458273756296
73,136.68485673380692
53,139.82218128054296
124,133.40379325260318
79,134.71357922123406
9,135.58453383530664
350,131.45116023652167
109,134.9651506218123
149,135.31326726062525
90,133.04457577614534
40,133.39141116794366
49,138.28323236565492
262,156.4276978082328
77,135.8592831008315
3,139.2685117807516
25,143.05205607816202
321,132.66802560983592
242,140.05932908660787
18,135.31369940397636
5,138.90810728852375
14,134.92330177823595
198,142.86346881955998
248,133.8008691477463
42,138.94241701244263
72,138.6752687387449
93,140.83063350663812
39,136.91704854647713
20,140.17822699156102
64,139.04517967135737
158,138.3713857284396
48,129.19516043542586
155,138.37826566036748
152,142.2262821781274
79,140.44785004906203
184,130.32708779332737
16,136.38849179782775
13,140.3455131253691
21,130.68917134872763
24,140.64634089081824
130,138.3510813968447
143,138.29134201310316
32,121.37576622729495
81,137.22869723208345
269,145.97103659163417
87,141.07496094713548
24,141.74925868120874
45,146.0362773448753
105,127.64746722881667
14,137.96476680319293
99,139.02385048857488
20,139.90210453274418
175,139.491430484296
212,136.54448612412548
1,134.10607214441282
58,136.33008553493397
87,135.40463177810395
136,132.76261082175378
38,133.9913700110598
318,133.11868352784373
74,140.63568480026527
261,139.70371381220295
240,139.63223612613044
73,135.99417213235625
155,143.67849326035937
13,134.4640253260889
181,140.3430461814021
234,143.7504023128033
8,139.0588276695345
142,145.00605304860733
319,140.2782532987741
282,135.58280741172027
480,130.58992374198738
76,137.00608019757632
71,131.96976723560604
80,131.7753812020296
28,132.1115446042998
126,131.58368729992335
102,136.36769719886712
123,135.4450335096312
340,139.653406830194
234,154.7251012177848
238,132.36604814247877
13,154.6522242949706
58,137.31344569734284
22,129.04687369284085
283,141.24835545917327
30,136.5310567794693
150,140.5772325279881
8,142.0931124000413
64,141.12458462023352
280,137.57277339404237
178,141.44385096903784
42,138.48307590838897
441,131.39475217954168
99,136.01318231482801
286,138.45235763349433
310,136.87466959385364
18,130.45659410145484
231,131.4526094472381
135,136.64334919751488
297,137.98288405270876
7,134.2732556329814
27,149.23361822754546
109,137.5952040056943
27,137.3674420888503
77,138.20299805994716
67,137.52986161610974
329,136.2656129964034
150,138.65262465257172
138,138.56661814604266
263,139.6371962784165
231,136.0038765539099
22,142.30502246686711
126,132.81189586780047
71,136.9554802261522
299,138.7273871465417
14,133.42050437380504
96,141.13217658369962
181,128.5857360884101
129,142.24656829903424
389,139.78943072849987
63,125.40935686575584
257,135.56347332451546
40,140.0549847102298
195,129.46251187250857
200,138.64741301828616
35,134.6956320140316
87,130.6544535020041
122,142.53114170476394
179,127.83838317971919
126,135.74237615159413
21,137.1321756538171
80,133.85341506818517
3,138.92939265436632
73,141.24100260393482
52,137.92766563106775
60,139.80390307321892
278,149.30381820263864
60,139.29483274340245
1,110.20962125370139
131,134.47628936570274
31,134.90651984638615
44,137.1242579691012
93,149.50603933408684
74,136.4006855659736
106,140.91929146953038
158,133.64554524880003
363,140.4333211192693
91,136.8878160647597
35,138.21310815862293
120,140.0919493046953
258,134.18926816098354
309,136.7165045733255
172,135.23830037673036
28,102.38693806543262
255,128.66916910656133
31,134.61343271509284
294,128.190296814175
137,131.44178028869806
6,131.2602750062067
312,140.6712344709216
87,131.71509741064042
132,133.20744115036516
459,131.28720857135204
73,132.84405004546292
33,141.39222717141195
79,133.70743330203686
216,133.37159052273964
48,111.04501330149208
376,129.01045697564635
23,141.50933075482448
35,135.8737383806822
212,137.5225115502013
132,133.25662107597842
37,137.5612923709998
145,128.18216370989387
62,138.48213203820777
81,134.9328320739381
307,141.79685639098156
8,136.9933453110303
14,145.8530426422113
209,136.07455257824145
54,145.6966610069415
191,138.40157384538145
115,144.21952418519896
125,128.15895519151397
310,138.63894506607684
84,133.11633913496647
319,133.7701454542532
112,149.5545478090379
95,145.02655397982005
5,138.17381221377477
155,137.79820514599442
24,136.48551479279683
331,131.42064909814178
7,136.5764404148378
167,140.47850412529655
183,137.53830613814236
223,128.01648028934392
149,134.3918954294516
40,135.19359377483482
23,131.64780512075532
86,148.9177842842851
192,145.55223599750923
180,142.37798058134203
103,133.61805037572705
272,134.95672183524155
123,134.82405198295763
11,133.8679203023457
162,138.93388063442185
250,138.45099541103068
195,147.3848981498826
12,138.55973195698868
73,137.98260371581839
8,142.95694894095152
239,140.58711110548472
341,137.12141484710102
36,138.70014401673765
140,139.05377367991355
56,135.7319730361499
25,137.66903115382462
269,137.49475939289002
35,137.81916965455588
481,141.8813010607181
65,128.8559620040017
80,134.8952801377626
52,139.75046560758383
25,135.138126504676
5,138.891886389054
32,138.03668738303003
302,141.96420201045103
49,130.1246109040415
44,138.18510159830973
24,141.7532470162522
24,133.11364633350072
67,135.3740801749
18,137.8964442109025
298,139.15997198625163
237,134.3687593606351
118,137.60757384042626
436,131.47630422773935
317,128.70355717713684
194,137.64354805337626
44,134.28514043312904
95,132.30897078230302
253,142.804878549405
248,133.79490709143633
35,136.70425019556566
247,136.14155895718505
74,140.9592082744385
276,137.63628578996318
121,131.4283850699603
14,128.0322893975807
141,138.04153613688132
125,149.56259634322794
268,137.3832418253373
11,135.14848160182095
200,138.9360403196321
112,135.6315878928423
211,150.37429171641026
172,135.66352328203502
61,136.33862453640597
90,138.23513307358377
73,134.76779544304208
44,145.60461726663462
195,131.86357342561027
176,132.2808385698439
75,147.7118813887824
20,134.38821798735572
137,136.38297401140514
175,132.02575178372174
30,133.7346671626877
53,133.7555663768336
59,121.6494997747709
7,137.73118091670855
75,142.78689198982636
143,140.4547901430718
412,140.94770967972062
152,133.46982456737803
145,141.89578842290632
101,139.8789837101889
140,129.4003713779875
220,150.73689198227217
115,140.58891343625587
253,146.0061973251118
110,137.64829407275496
48,144.67843381563043
18,137.60496133476087
128,150.6806356609609
52,137.25536106565556
236,133.48216210303676
98,137.2522021639596
97,138.10988091947078
25,134.7646112015399
59,141.23220665498474
249,128.59477661761133
12,128.81876375750136
202,138.71435468533866
61,141.03585688274626
167,134.55538122015176
41,131.15125921802073
193,121.0904013923346
254,125.45249258964631
144,136.14798510123157
72,131.08241223636497
297,141.4129952579809
53,141.91723865165244
181,127.58458642550643
42,137.97311758574105
46,136.35578057819725
222,139.88893668429148
370,133.32374364829752
72,137.24254719592895
93,131.57013735525342
133,156.40923949675474
351,138.41242018312388
28,135.0062825436286
455,127.51371282846536
15,143.30538862004914
145,144.62501845010493
9,139.60479546379548
154,132.81257541061214
21,136.93622582959398
89,127.02094704383384
258,138.46623749253567
92,139.89352448625147
36,140.95941177373342
5,134.3355419157423
301,155.46784579959132
114,126.89471051390447
39,140.8540597898072
66,127.96605017260897
360,142.1544874402676
222,130.06957768920827
29,134.90458839110133
59,130.7486397394351
146,130.5026602957452
101,140.74383136734315
162,144.0031958405623
18,137.6488802767002
60,130.96911044167447
56,135.49586408533844
107,137.8098503239214
223,131.0373012629993
137,136.88708867522203
8,133.14777400940056
231,147.95726740223708
106,144.03066632683647
24,149.64002845393193
68,141.996514749171
262,135.1792571165434
37,136.41950219417697
101,137.2506260252726
166,134.23634451046996
344,144.69286300088598
3,133.31340068520345
27,118.89717883596683
194,138.78361423065675
8,141.13742562977617
10,139.39557966480143
50,138.9439208048008
54,136.08016063568306
1,130.15966313676375
126,135.65124860647208
147,136.19737123170574
60,137.02162370206477
213,139.70801549220232
271,144.61152483953427
360,130.00052815823216
58,148.6011981420986
4,138.3279349484415
19,122.90633481969718
115,149.63318618454457
69,135.72906374675293
375,134.08350972731984
89,148.89415238439338
135,137.3669110018654
75,137.49665323900877
34,133.4335833215209
5,131.54094692246818
64,143.65174549662848
181,137.1194055158266
68,139.5226780619804
64,141.54737489904497
8,127.84042128068894
3,133.056704699073
80,138.11418518355532
336,130.0554123730913
141,138.65855969688118
322,135.4012913067648
341,133.78719856784184
131,155.30348427647806
32,154.62595877990557
11,144.9188840611895
148,142.5171207824539
65,135.19042200281453
292,137.4670923928527
93,141.95708506473363
362,136.15230912550928
297,134.65974724512097
182,132.75166318665026
61,132.36319836233085
184,140.5481262178264
133,124.55128657491834
171,139.22179721443584
193,133.0021390827509
54,139.78434646312368
112,133.13055313715836
307,129.34874556053055
19,139.87592740886183
72,136.49545688720625
206,135.0381616308756
35,139.0703487874568
116,143.98836794844348
249,128.32918969032303
167,142.35450590025488
42,138.0219101882038
11,141.77712771519154
54,131.82153759175037
284,146.36527394143923
23,137.16222218430244
74,122.05257112747252
9,135.63219772188117
27,136.11678245170242
242,136.41008226427556
16,122.89515285241228
12,136.83719042501173
343,134.78012217066782
200,133.1635466397187
86,139.17196415730305
61,144.02806813547727
74,133.43403716058248
362,141.08641843613145
173,134.43425027033283
161,137.31593574678885
196,137.94507233648972
248,137.7675722639908
275,133.3613989136061
126,140.13906268040603
329,137.76203254424138
271,139.73361159649713
191,138.71539576123658
327,137.0880405661267
354,138.28062598501435
63,135.1369249164684
370,140.86362410184844
122,132.88603708902653
76,140.65674409099654
35,134.27255970512095
11,124.11515011909981
9,138.3476521534275
23,139.6814634787783
228,136.93504424323135
189,139.32973044242712
203,133.8330144971229
309,134.39705613911187
19,132.86750543794665
136,150.59417146651276
150,126.7413543855226
436,136.8537091210927
19,139.82748328213583
43,135.2216264416889
44,144.25183018088617
53,142.70145354375197
306,146.85648333695013
179,134.50522261186845
178,134.59788741035302
60,136.58756344335887
430,136.2753417763541
30,136.0794277885655
210,134.2152904407587
128,139.82901412375344
106,140.32513509156917
23,131.30691057709842
187,137.1519071819361
220,143.16981866525782
102,144.4214198296646
89,110.30937598197087
16,137.41164162695267
212,137.30374473407312
39,142.3702575493127
123,145.75743572282403
27,133.11750992926224
63,135.50662373347512
81,141.65188040891874
138,134.32057664574398
65,141.96823710089197
267,142.4299178377886
23,142.86993347075165
97,145.44980509166172
152,137.98272605683658
170,138.89113921640353
230,133.6639863772901
445,136.31095411945427
296,143.12121873133572
284,136.02786615828873
26,135.4837939799862
40,133.77795739411144
85,129.56595729024835
139,137.40187783535134
44,145.8636726221366
6,137.42465310907397
44,139.42617858635455
147,128.89185662525713
113,132.21561755085753
9,140.62473094696844
46,134.9433368193223
85,138.1273212778546
176,139.90472259233573
71,134.41837245046509
307,137.96434938808167
325,137.76780784565963
58,137.5364725298479
321,139.96589282089698
59,136.68170683860086
211,133.07716937795237
37,140.58498281102314
78,138.44550279324096
335,135.92743447454444
72,145.12398140349396
176,134.46746416819136
18,139.7403628399396
33,140.6459747714306
144,129.22234814138926
156,132.31080849700095
180,133.35426009087405
206,132.78397746692022
111,133.7476292037856
260,140.0422238202201
19,135.8974857722696
12,124.7123809131324
242,127.97812076939978
163,140.80269053989474
59,134.76700655441434
361,125.0190297052794
342,141.3537076470561
300,139.33450873917502
7,142.36878945817807
212,126.03675150810349
51,131.60251124141422
243,147.85950796811517
343,126.79008391614116
175,139.1208595596014
171,138.82788609024297
26,116.7273927104805
85,132.3390265773359
242,134.24519380454095
423,131.094917193664
206,136.02708650143794
121,134.82077988215374
221,136.60563523859815
29,142.96057505580023
146,138.82955811888397
191,136.50794617413936
241,140.34948717713192
106,126.28912237917982
100,134.01295673985888
130,148.1016702123332
163,141.5680428909658
358,136.83592717239532
124,133.74104132384446
82,133.7495264539263
350,134.22167314075193
241,128.71546439758322
55,138.51352538916845
23,137.60990288163504
63,140.36477441152968
26,137.72193157286486
0,138.66001746122117
196,135.4942692697381
11,139.95103145320928
44,131.19189880167434
21,141.44262537181248
426,134.56904553969494
139,143.00029748043303
260,137.39780754026003
88,150.34882417814194
155,138.67954277655375
247,138.28163564575698
328,138.44526801361474
45,131.62067264926554
134,139.8038015848453
335,140.86131544979065
83,135.32242662396948
273,138.38860745245273
269,134.4922255905759
302,135.63334393570835
29,136.6138115921081
220,137.0139547703696
168,138.2302621510558
173,144.90992322968708
144,135.56886373553203
45,138.15181100682148
57,144.52604599094482
85,128.91953360864412
117,135.9340558530117
181,132.83331557860052
241,137.4484682904203
149,128.41818284468093
105,138.27069361506918
136,130.94983376339724
96,127.7222282371153
29,137.5063269941319
340,139.67457090712418
136,112.00875061363958
43,146.01628463988948
216,136.24777579034355
65,134.7863451776696
150,145.42951546514277
16,140.50108543873736
29,137.5676438319267
139,134.64470443690715
29,132.1635026381885
469,138.62359598688735
111,133.626838387178
373,140.52449965439274
316,144.3813521228412
358,138.99064712059965
188,136.57295897870065
141,142.21707057351722
223,133.823082774796
286,133.5578689117792
86,137.1325543289011
0,149.66120337845499
56,141.04789628389796
5,139.64817095833396
28,140.52740442667525
26,136.96662067963405
84,129.57727732240375
42,131.93614768557583
324,139.42891008178012
149,135.13736225600877
115,147.34659124187078
172,155.73096782270036
19,131.6585852412393
181,142.75798049312507
122,137.7009139201146
281,148.67342124945878
28,136.3791160487888
320,148.6893565350969
95,133.47284387472968
120,136.59210227700686
162,131.16881430055562
18,136.48117761477127
0,131.97010935007796
34,144.21298680509068
220,136.0024193222053
278,137.62284525369566
181,117.08459992333289
10,142.4673448611356
45,137.81891590983287
82,141.48798975692935
5,141.76420041638684
152,152.60364593110702
57,128.34505949482804
143,139.58706488519155
28,139.7415688011322
17,149.42274243981748
60,139.3322843959201
115,138.84689637743028
176,142.36904277474534
83,145.87858880125373
56,131.28105488623078
175,139.74439683356096
399,138.899214613941
162,142.85903356755261
191,138.67749068023738
192,135.80629489489297
116,135.12926435339335
258,143.14566163235233
55,131.71562463645873
16,135.64491085069398
40,124.57543378923086
3,130.4974477310319
174,140.10880490122258
213,144.31949238415203
292,139.46852235539404
189,136.53067374023775
16,135.18093999121857
228,134.52364714941714
152,139.17165892945567
293,137.9040056115983
